measurement,cell_type,cell_name,sample_name,gene_symbol,observation
0.2162,Tumor,EWS,EWS.T15,AKAP7,494
0.1437,Tumor,EWS,EWS.T19,AKAP7,495
0.3956,Tumor,EWS,EWS.T2,AKAP7,496
0.4427,Tumor,EWS,EWS.T3,AKAP7,497
0.3781,Tumor,EWS,EWS.T4,AKAP7,498
0.6621,Tumor,EWS,EWS.T6,AKAP7,499
0.5503,Tumor,EWS,EWS.T7,AKAP7,500
0.3122,Tumor,EWS,EWS.T9,AKAP7,501
0.2402,Tumor,RMS,RMS.T1,AKAP7,502
0.0743,Tumor,RMS,RMS.T10,AKAP7,503
0.2593,Tumor,RMS,RMS.T11,AKAP7,504
0.4683,Tumor,RMS,RMS.T2,AKAP7,505
0.2248,Tumor,RMS,RMS.T3,AKAP7,506
0.2718,Tumor,RMS,RMS.T4,AKAP7,507
0.3434,Tumor,RMS,RMS.T5,AKAP7,508
0.0116,Tumor,RMS,RMS.T6,AKAP7,509
0.209,Tumor,RMS,RMS.T7,AKAP7,510
0.1465,Tumor,RMS,RMS.T8,AKAP7,511
0.2231,Tumor,RMS,RMS.T9,AKAP7,512
0.0883,Cellline,BL-NHL,BL.C1,ALDH1B1,513
0.8057,Cellline,BL-NHL,BL.C2,ALDH1B1,514
0.5172,Cellline,BL-NHL,BL.C3,ALDH1B1,515
0.329,Cellline,BL-NHL,BL.C4,ALDH1B1,516
0.2345,Cellline,BL-NHL,BL.C5,ALDH1B1,517
0.1502,Cellline,BL-NHL,BL.C6,ALDH1B1,518
0.3311,Cellline,BL-NHL,BL.C7,ALDH1B1,519
0.1609,Cellline,BL-NHL,BL.C8,ALDH1B1,520
0.2508,Cellline,EWS,EWS.C1,ALDH1B1,521
0.208,Cellline,EWS,EWS.C10,ALDH1B1,522
0.1984,Cellline,EWS,EWS.C11,ALDH1B1,523
0.2941,Cellline,EWS,EWS.C2,ALDH1B1,524
0.5944,Cellline,EWS,EWS.C3,ALDH1B1,525
0.4988,Cellline,EWS,EWS.C4,ALDH1B1,526
0.1904,Cellline,EWS,EWS.C6,ALDH1B1,527
0.1639,Cellline,EWS,EWS.C7,ALDH1B1,528
0.1031,Cellline,EWS,EWS.C8,ALDH1B1,529
0.1721,Cellline,EWS,EWS.C9,ALDH1B1,530
0.8834,Cellline,NB,NB.C1,ALDH1B1,531
0.2759,Cellline,NB,NB.C10,ALDH1B1,532
0.1601,Cellline,NB,NB.C11,ALDH1B1,533
0.264,Cellline,NB,NB.C12,ALDH1B1,534
0.2181,Cellline,NB,NB.C2,ALDH1B1,535
0.2738,Cellline,NB,NB.C3,ALDH1B1,536
0.866,Cellline,NB,NB.C4,ALDH1B1,537
0.3452,Cellline,NB,NB.C5,ALDH1B1,538
0.1399,Cellline,NB,NB.C6,ALDH1B1,539
0.1111,Cellline,NB,NB.C7,ALDH1B1,540
0.1044,Cellline,NB,NB.C8,ALDH1B1,541
0.1533,Cellline,NB,NB.C9,ALDH1B1,542
0.1724,Cellline,RMS,RMS.C10,ALDH1B1,543
0.8447,Cellline,RMS,RMS.C11,ALDH1B1,544
0.1248,Cellline,RMS,RMS.C2,ALDH1B1,545
0.6004,Cellline,RMS,RMS.C3,ALDH1B1,546
2.1605,Cellline,RMS,RMS.C4,ALDH1B1,547
0.3917,Cellline,RMS,RMS.C5,ALDH1B1,548
2.4155,Cellline,RMS,RMS.C6,ALDH1B1,549
0.3342,Cellline,RMS,RMS.C7,ALDH1B1,550
1.3896,Cellline,RMS,RMS.C8,ALDH1B1,551
0.2176,Cellline,RMS,RMS.C9,ALDH1B1,552
0.0984,Tumor,EWS,EWS.T1,ALDH1B1,553
0.2012,Tumor,EWS,EWS.T11,ALDH1B1,554
0.1714,Tumor,EWS,EWS.T12,ALDH1B1,555
0.3386,Tumor,EWS,EWS.T13,ALDH1B1,556
0.114,Tumor,EWS,EWS.T14,ALDH1B1,557
0.1506,Tumor,EWS,EWS.T15,ALDH1B1,558
0.1432,Tumor,EWS,EWS.T19,ALDH1B1,559
0.3022,Tumor,EWS,EWS.T2,ALDH1B1,560
0.246,Tumor,EWS,EWS.T3,ALDH1B1,561
0.1409,Tumor,EWS,EWS.T4,ALDH1B1,562
0.3377,Tumor,EWS,EWS.T6,ALDH1B1,563
0.1464,Tumor,EWS,EWS.T7,ALDH1B1,564
0.4336,Tumor,EWS,EWS.T9,ALDH1B1,565
0.5106,Tumor,RMS,RMS.T1,ALDH1B1,566
0.1287,Tumor,RMS,RMS.T10,ALDH1B1,567
0.3227,Tumor,RMS,RMS.T11,ALDH1B1,568
1.1494,Tumor,RMS,RMS.T2,ALDH1B1,569
0.4228,Tumor,RMS,RMS.T3,ALDH1B1,570
0.4884,Tumor,RMS,RMS.T4,ALDH1B1,571
0.4655,Tumor,RMS,RMS.T5,ALDH1B1,572
0.0927,Tumor,RMS,RMS.T6,ALDH1B1,573
0.2526,Tumor,RMS,RMS.T7,ALDH1B1,574
0.3017,Tumor,RMS,RMS.T8,ALDH1B1,575
0.4377,Tumor,RMS,RMS.T9,ALDH1B1,576
0.0733,Cellline,BL-NHL,BL.C1,ALDH7A1,577
0.0904,Cellline,BL-NHL,BL.C2,ALDH7A1,578
0.0616,Cellline,BL-NHL,BL.C3,ALDH7A1,579
0.102,Cellline,BL-NHL,BL.C4,ALDH7A1,580
0.1081,Cellline,BL-NHL,BL.C5,ALDH7A1,581
0.1314,Cellline,BL-NHL,BL.C6,ALDH7A1,582
0.1012,Cellline,BL-NHL,BL.C7,ALDH7A1,583
0.0843,Cellline,BL-NHL,BL.C8,ALDH7A1,584
0.8756,Cellline,EWS,EWS.C1,ALDH7A1,585
0.871,Cellline,EWS,EWS.C10,ALDH7A1,586
0.4248,Cellline,EWS,EWS.C11,ALDH7A1,587
1.2991,Cellline,EWS,EWS.C2,ALDH7A1,588
3.7707,Cellline,EWS,EWS.C3,ALDH7A1,589
0.9595,Cellline,EWS,EWS.C4,ALDH7A1,590
0.7537,Cellline,EWS,EWS.C6,ALDH7A1,591
1.0689,Cellline,EWS,EWS.C7,ALDH7A1,592
0.7088,Cellline,EWS,EWS.C8,ALDH7A1,593
0.7369,Cellline,EWS,EWS.C9,ALDH7A1,594
2.2303,Cellline,NB,NB.C1,ALDH7A1,595
1.0827,Cellline,NB,NB.C10,ALDH7A1,596
0.494,Cellline,NB,NB.C11,ALDH7A1,597
1.7567,Cellline,NB,NB.C12,ALDH7A1,598
1.1801,Cellline,NB,NB.C2,ALDH7A1,599
0.7093,Cellline,NB,NB.C3,ALDH7A1,600
1.1833,Cellline,NB,NB.C4,ALDH7A1,601
1.127,Cellline,NB,NB.C5,ALDH7A1,602
1.0813,Cellline,NB,NB.C6,ALDH7A1,603
0.9997,Cellline,NB,NB.C7,ALDH7A1,604
1.4541,Cellline,NB,NB.C8,ALDH7A1,605
0.6034,Cellline,NB,NB.C9,ALDH7A1,606
0.5448,Cellline,RMS,RMS.C10,ALDH7A1,607
0.768,Cellline,RMS,RMS.C11,ALDH7A1,608
0.4087,Cellline,RMS,RMS.C2,ALDH7A1,609
0.5508,Cellline,RMS,RMS.C3,ALDH7A1,610
1.0948,Cellline,RMS,RMS.C4,ALDH7A1,611
0.9927,Cellline,RMS,RMS.C5,ALDH7A1,612
1.1651,Cellline,RMS,RMS.C6,ALDH7A1,613
0.7258,Cellline,RMS,RMS.C7,ALDH7A1,614
2.1073,Cellline,RMS,RMS.C8,ALDH7A1,615
0.2321,Cellline,RMS,RMS.C9,ALDH7A1,616
3.3513,Tumor,EWS,EWS.T1,ALDH7A1,617
2.7519,Tumor,EWS,EWS.T11,ALDH7A1,618
4.5954,Tumor,EWS,EWS.T12,ALDH7A1,619
0.8698,Tumor,EWS,EWS.T13,ALDH7A1,620
2.6347,Tumor,EWS,EWS.T14,ALDH7A1,621
8.5827,Tumor,EWS,EWS.T15,ALDH7A1,622
0.536,Tumor,EWS,EWS.T19,ALDH7A1,623
0.8368,Tumor,EWS,EWS.T2,ALDH7A1,624
5.0985,Tumor,EWS,EWS.T3,ALDH7A1,625
1.5448,Tumor,EWS,EWS.T4,ALDH7A1,626
1.1996,Tumor,EWS,EWS.T6,ALDH7A1,627
0.9558,Tumor,EWS,EWS.T7,ALDH7A1,628
1.9364,Tumor,EWS,EWS.T9,ALDH7A1,629
1.4589,Tumor,RMS,RMS.T1,ALDH7A1,630
0.995,Tumor,RMS,RMS.T10,ALDH7A1,631
0.3552,Tumor,RMS,RMS.T11,ALDH7A1,632
1.3831,Tumor,RMS,RMS.T2,ALDH7A1,633
0.7109,Tumor,RMS,RMS.T3,ALDH7A1,634
1.5608,Tumor,RMS,RMS.T4,ALDH7A1,635
0.7348,Tumor,RMS,RMS.T5,ALDH7A1,636
0.438,Tumor,RMS,RMS.T6,ALDH7A1,637
0.1259,Tumor,RMS,RMS.T7,ALDH7A1,638
0.9614,Tumor,RMS,RMS.T8,ALDH7A1,639
0.5727,Tumor,RMS,RMS.T9,ALDH7A1,640
0.1105,Cellline,BL-NHL,BL.C1,ANXA1,641
0.1504,Cellline,BL-NHL,BL.C2,ANXA1,642
0.0932,Cellline,BL-NHL,BL.C3,ANXA1,643
0.1924,Cellline,BL-NHL,BL.C4,ANXA1,644
0.1655,Cellline,BL-NHL,BL.C5,ANXA1,645
0.0772,Cellline,BL-NHL,BL.C6,ANXA1,646
0.1087,Cellline,BL-NHL,BL.C7,ANXA1,647
0.1015,Cellline,BL-NHL,BL.C8,ANXA1,648
0.6779,Cellline,EWS,EWS.C1,ANXA1,649
0.1647,Cellline,EWS,EWS.C10,ANXA1,650
0.5496,Cellline,EWS,EWS.C11,ANXA1,651
6.0212,Cellline,EWS,EWS.C2,ANXA1,652
4.9368,Cellline,EWS,EWS.C3,ANXA1,653
1.041,Cellline,EWS,EWS.C4,ANXA1,654
0.9217,Cellline,EWS,EWS.C6,ANXA1,655
1.0096,Cellline,EWS,EWS.C7,ANXA1,656
0.4531,Cellline,EWS,EWS.C8,ANXA1,657
0.8264,Cellline,EWS,EWS.C9,ANXA1,658
0.0948,Cellline,NB,NB.C1,ANXA1,659
0.1663,Cellline,NB,NB.C10,ANXA1,660
0.9384,Cellline,NB,NB.C11,ANXA1,661
0.1271,Cellline,NB,NB.C12,ANXA1,662
3.8927,Cellline,NB,NB.C2,ANXA1,663
1.0259,Cellline,NB,NB.C3,ANXA1,664
0.0715,Cellline,NB,NB.C4,ANXA1,665
0.0705,Cellline,NB,NB.C5,ANXA1,666
0.6702,Cellline,NB,NB.C6,ANXA1,667
4.2105,Cellline,NB,NB.C7,ANXA1,668
0.15,Cellline,NB,NB.C8,ANXA1,669
0.566,Cellline,NB,NB.C9,ANXA1,670
0.3039,Cellline,RMS,RMS.C10,ANXA1,671
0.327,Cellline,RMS,RMS.C11,ANXA1,672
1.361,Cellline,RMS,RMS.C2,ANXA1,673
0.2513,Cellline,RMS,RMS.C3,ANXA1,674
0.1023,Cellline,RMS,RMS.C4,ANXA1,675
0.0857,Cellline,RMS,RMS.C5,ANXA1,676
0.0746,Cellline,RMS,RMS.C6,ANXA1,677
0.2002,Cellline,RMS,RMS.C7,ANXA1,678
3.5375,Cellline,RMS,RMS.C8,ANXA1,679
0.1688,Cellline,RMS,RMS.C9,ANXA1,680
3.4296,Tumor,EWS,EWS.T1,ANXA1,681
0.848,Tumor,EWS,EWS.T11,ANXA1,682
1.3026,Tumor,EWS,EWS.T12,ANXA1,683
3.5814,Tumor,EWS,EWS.T13,ANXA1,684
1.1629,Tumor,EWS,EWS.T14,ANXA1,685
1.7367,Tumor,EWS,EWS.T15,ANXA1,686
0.6336,Tumor,EWS,EWS.T19,ANXA1,687
2.2009,Tumor,EWS,EWS.T2,ANXA1,688
1.6881,Tumor,EWS,EWS.T3,ANXA1,689
4.1756,Tumor,EWS,EWS.T4,ANXA1,690
3.0405,Tumor,EWS,EWS.T6,ANXA1,691
0.329,Tumor,EWS,EWS.T7,ANXA1,692
0.9198,Tumor,EWS,EWS.T9,ANXA1,693
1.1758,Tumor,RMS,RMS.T1,ANXA1,694
0.1417,Tumor,RMS,RMS.T10,ANXA1,695
1.2442,Tumor,RMS,RMS.T11,ANXA1,696
1.0354,Tumor,RMS,RMS.T2,ANXA1,697
0.6825,Tumor,RMS,RMS.T3,ANXA1,698
0.7503,Tumor,RMS,RMS.T4,ANXA1,699
0.7116,Tumor,RMS,RMS.T5,ANXA1,700
0.9447,Tumor,RMS,RMS.T6,ANXA1,701
0.7794,Tumor,RMS,RMS.T7,ANXA1,702
0.5067,Tumor,RMS,RMS.T8,ANXA1,703
2.2684,Tumor,RMS,RMS.T9,ANXA1,704
0.0829,Cellline,BL-NHL,BL.C1,ANXA4,705
0.1121,Cellline,BL-NHL,BL.C2,ANXA4,706
0.0884,Cellline,BL-NHL,BL.C3,ANXA4,707
0.4103,Cellline,BL-NHL,BL.C4,ANXA4,708
0.2428,Cellline,BL-NHL,BL.C5,ANXA4,709
0.0782,Cellline,BL-NHL,BL.C6,ANXA4,710
0.2128,Cellline,BL-NHL,BL.C7,ANXA4,711
0.1382,Cellline,BL-NHL,BL.C8,ANXA4,712
0.171,Cellline,EWS,EWS.C1,ANXA4,713
0.1591,Cellline,EWS,EWS.C10,ANXA4,714
0.1883,Cellline,EWS,EWS.C11,ANXA4,715
0.4917,Cellline,EWS,EWS.C2,ANXA4,716
0.299,Cellline,EWS,EWS.C3,ANXA4,717
0.4833,Cellline,EWS,EWS.C4,ANXA4,718
0.3412,Cellline,EWS,EWS.C6,ANXA4,719
0.2908,Cellline,EWS,EWS.C7,ANXA4,720
0.1748,Cellline,EWS,EWS.C8,ANXA4,721
0.3241,Cellline,EWS,EWS.C9,ANXA4,722
0.1194,Cellline,NB,NB.C1,ANXA4,723
0.0793,Cellline,NB,NB.C10,ANXA4,724
0.5655,Cellline,NB,NB.C11,ANXA4,725
0.0596,Cellline,NB,NB.C12,ANXA4,726
0.482,Cellline,NB,NB.C2,ANXA4,727
0.2848,Cellline,NB,NB.C3,ANXA4,728
0.1617,Cellline,NB,NB.C4,ANXA4,729
0.1208,Cellline,NB,NB.C5,ANXA4,730
0.1992,Cellline,NB,NB.C6,ANXA4,731
1.0493,Cellline,NB,NB.C7,ANXA4,732
0.031,Cellline,NB,NB.C8,ANXA4,733
0.2787,Cellline,NB,NB.C9,ANXA4,734
0.1324,Cellline,RMS,RMS.C10,ANXA4,735
0.3258,Cellline,RMS,RMS.C11,ANXA4,736
0.3476,Cellline,RMS,RMS.C2,ANXA4,737
0.5034,Cellline,RMS,RMS.C3,ANXA4,738
0.1791,Cellline,RMS,RMS.C4,ANXA4,739
0.2594,Cellline,RMS,RMS.C5,ANXA4,740
0.1666,Cellline,RMS,RMS.C6,ANXA4,741
0.1613,Cellline,RMS,RMS.C7,ANXA4,742
0.0851,Cellline,RMS,RMS.C8,ANXA4,743
0.2486,Cellline,RMS,RMS.C9,ANXA4,744
0.8463,Tumor,EWS,EWS.T1,ANXA4,745
0.9798,Tumor,EWS,EWS.T11,ANXA4,746
1.2896,Tumor,EWS,EWS.T12,ANXA4,747
2.064,Tumor,EWS,EWS.T13,ANXA4,748
0.7829,Tumor,EWS,EWS.T14,ANXA4,749
0.6677,Tumor,EWS,EWS.T15,ANXA4,750
1.0504,Tumor,EWS,EWS.T19,ANXA4,751
0.4429,Tumor,EWS,EWS.T2,ANXA4,752
0.8983,Tumor,EWS,EWS.T3,ANXA4,753
0.3647,Tumor,EWS,EWS.T4,ANXA4,754
1.5146,Tumor,EWS,EWS.T6,ANXA4,755
1.2322,Tumor,EWS,EWS.T7,ANXA4,756
0.4839,Tumor,EWS,EWS.T9,ANXA4,757
0.5346,Tumor,RMS,RMS.T1,ANXA4,758
0.4142,Tumor,RMS,RMS.T10,ANXA4,759
0.1122,Tumor,RMS,RMS.T11,ANXA4,760
0.4659,Tumor,RMS,RMS.T2,ANXA4,761
0.2759,Tumor,RMS,RMS.T3,ANXA4,762
0.3742,Tumor,RMS,RMS.T4,ANXA4,763
0.5753,Tumor,RMS,RMS.T5,ANXA4,764
0.8099,Tumor,RMS,RMS.T6,ANXA4,765
0.6949,Tumor,RMS,RMS.T7,ANXA4,766
0.8062,Tumor,RMS,RMS.T8,ANXA4,767
1.2507,Tumor,RMS,RMS.T9,ANXA4,768
0.2181,Cellline,BL-NHL,BL.C1,APBA1,769
0.3792,Cellline,BL-NHL,BL.C2,APBA1,770
0.9049,Cellline,BL-NHL,BL.C3,APBA1,771
0.2237,Cellline,BL-NHL,BL.C4,APBA1,772
0.3233,Cellline,BL-NHL,BL.C5,APBA1,773
0.135,Cellline,BL-NHL,BL.C6,APBA1,774
0.5996,Cellline,BL-NHL,BL.C7,APBA1,775
0.4985,Cellline,BL-NHL,BL.C8,APBA1,776
1.9691,Cellline,EWS,EWS.C1,APBA1,777
0.5779,Cellline,EWS,EWS.C10,APBA1,778
0.6196,Cellline,EWS,EWS.C11,APBA1,779
1.9149,Cellline,EWS,EWS.C2,APBA1,780
1.0836,Cellline,EWS,EWS.C3,APBA1,781
1.6747,Cellline,EWS,EWS.C4,APBA1,782
0.8063,Cellline,EWS,EWS.C6,APBA1,783
0.4012,Cellline,EWS,EWS.C7,APBA1,784
1.3556,Cellline,EWS,EWS.C8,APBA1,785
0.7401,Cellline,EWS,EWS.C9,APBA1,786
0.6565,Cellline,NB,NB.C1,APBA1,787
0.3645,Cellline,NB,NB.C10,APBA1,788
0.2827,Cellline,NB,NB.C11,APBA1,789
0.5471,Cellline,NB,NB.C12,APBA1,790
0.4356,Cellline,NB,NB.C2,APBA1,791
0.8675,Cellline,NB,NB.C3,APBA1,792
0.4468,Cellline,NB,NB.C4,APBA1,793
0.4802,Cellline,NB,NB.C5,APBA1,794
0.2356,Cellline,NB,NB.C6,APBA1,795
0.2496,Cellline,NB,NB.C7,APBA1,796
0.4386,Cellline,NB,NB.C8,APBA1,797
0.2391,Cellline,NB,NB.C9,APBA1,798
0.161,Cellline,RMS,RMS.C10,APBA1,799
0.9718,Cellline,RMS,RMS.C11,APBA1,800
1.0055,Cellline,RMS,RMS.C2,APBA1,801
0.2777,Cellline,RMS,RMS.C3,APBA1,802
0.1469,Cellline,RMS,RMS.C4,APBA1,803
0.1981,Cellline,RMS,RMS.C5,APBA1,804
0.3342,Cellline,RMS,RMS.C6,APBA1,805
0.2112,Cellline,RMS,RMS.C7,APBA1,806
0.3866,Cellline,RMS,RMS.C8,APBA1,807
0.1925,Cellline,RMS,RMS.C9,APBA1,808
1.4112,Tumor,EWS,EWS.T1,APBA1,809
0.4178,Tumor,EWS,EWS.T11,APBA1,810
0.4119,Tumor,EWS,EWS.T12,APBA1,811
0.391,Tumor,EWS,EWS.T13,APBA1,812
0.3971,Tumor,EWS,EWS.T14,APBA1,813
1.1212,Tumor,EWS,EWS.T15,APBA1,814
0.3753,Tumor,EWS,EWS.T19,APBA1,815
0.7553,Tumor,EWS,EWS.T2,APBA1,816
1.3975,Tumor,EWS,EWS.T3,APBA1,817
2.8544,Tumor,EWS,EWS.T4,APBA1,818
0.7117,Tumor,EWS,EWS.T6,APBA1,819
0.9695,Tumor,EWS,EWS.T7,APBA1,820
0.5057,Tumor,EWS,EWS.T9,APBA1,821
0.697,Tumor,RMS,RMS.T1,APBA1,822
1.3277,Tumor,RMS,RMS.T10,APBA1,823
0.3063,Tumor,RMS,RMS.T11,APBA1,824
0.8875,Tumor,RMS,RMS.T2,APBA1,825
0.7347,Tumor,RMS,RMS.T3,APBA1,826
1.0213,Tumor,RMS,RMS.T4,APBA1,827
0.3545,Tumor,RMS,RMS.T5,APBA1,828
0.1475,Tumor,RMS,RMS.T6,APBA1,829
0.2057,Tumor,RMS,RMS.T7,APBA1,830
0.2373,Tumor,RMS,RMS.T8,APBA1,831
0.312,Tumor,RMS,RMS.T9,APBA1,832
0.0979,Cellline,BL-NHL,BL.C1,APLP1,833
0.1078,Cellline,BL-NHL,BL.C2,APLP1,834
0.1363,Cellline,BL-NHL,BL.C3,APLP1,835
0.2623,Cellline,BL-NHL,BL.C4,APLP1,836
0.0828,Cellline,BL-NHL,BL.C5,APLP1,837
0.0966,Cellline,BL-NHL,BL.C6,APLP1,838
0.1765,Cellline,BL-NHL,BL.C7,APLP1,839
0.1787,Cellline,BL-NHL,BL.C8,APLP1,840
0.1073,Cellline,EWS,EWS.C1,APLP1,841
0.5884,Cellline,EWS,EWS.C10,APLP1,842
0.3211,Cellline,EWS,EWS.C11,APLP1,843
0.548,Cellline,EWS,EWS.C2,APLP1,844
0.5468,Cellline,EWS,EWS.C3,APLP1,845
0.3042,Cellline,EWS,EWS.C4,APLP1,846
0.837,Cellline,EWS,EWS.C6,APLP1,847
0.4651,Cellline,EWS,EWS.C7,APLP1,848
1.1035,Cellline,EWS,EWS.C8,APLP1,849
0.7784,Cellline,EWS,EWS.C9,APLP1,850
1.9378,Cellline,NB,NB.C1,APLP1,851
1.4882,Cellline,NB,NB.C10,APLP1,852
1.194,Cellline,NB,NB.C11,APLP1,853
0.7446,Cellline,NB,NB.C12,APLP1,854
0.2305,Cellline,NB,NB.C2,APLP1,855
0.7392,Cellline,NB,NB.C3,APLP1,856
1.657,Cellline,NB,NB.C4,APLP1,857
1.4243,Cellline,NB,NB.C5,APLP1,858
0.6925,Cellline,NB,NB.C6,APLP1,859
0.14,Cellline,NB,NB.C7,APLP1,860
1.1391,Cellline,NB,NB.C8,APLP1,861
1.7102,Cellline,NB,NB.C9,APLP1,862
0.1641,Cellline,RMS,RMS.C10,APLP1,863
0.5047,Cellline,RMS,RMS.C11,APLP1,864
0.1957,Cellline,RMS,RMS.C2,APLP1,865
0.4964,Cellline,RMS,RMS.C3,APLP1,866
0.1367,Cellline,RMS,RMS.C4,APLP1,867
0.1556,Cellline,RMS,RMS.C5,APLP1,868
0.449,Cellline,RMS,RMS.C6,APLP1,869
0.667,Cellline,RMS,RMS.C7,APLP1,870
0.1356,Cellline,RMS,RMS.C8,APLP1,871
0.2602,Cellline,RMS,RMS.C9,APLP1,872
1.0501,Tumor,EWS,EWS.T1,APLP1,873
1.2846,Tumor,EWS,EWS.T11,APLP1,874
0.9104,Tumor,EWS,EWS.T12,APLP1,875
0.5264,Tumor,EWS,EWS.T13,APLP1,876
0.5907,Tumor,EWS,EWS.T14,APLP1,877
3.5023,Tumor,EWS,EWS.T15,APLP1,878
1.731,Tumor,EWS,EWS.T19,APLP1,879
0.6228,Tumor,EWS,EWS.T2,APLP1,880
0.4893,Tumor,EWS,EWS.T3,APLP1,881
0.2744,Tumor,EWS,EWS.T4,APLP1,882
0.3231,Tumor,EWS,EWS.T6,APLP1,883
0.5472,Tumor,EWS,EWS.T7,APLP1,884
1.8518,Tumor,EWS,EWS.T9,APLP1,885
0.1554,Tumor,RMS,RMS.T1,APLP1,886
0.0773,Tumor,RMS,RMS.T10,APLP1,887
0.1239,Tumor,RMS,RMS.T11,APLP1,888
0.2915,Tumor,RMS,RMS.T2,APLP1,889
0.2733,Tumor,RMS,RMS.T3,APLP1,890
0.2838,Tumor,RMS,RMS.T4,APLP1,891
0.5238,Tumor,RMS,RMS.T5,APLP1,892
0.0691,Tumor,RMS,RMS.T6,APLP1,893
0.2312,Tumor,RMS,RMS.T7,APLP1,894
0.3771,Tumor,RMS,RMS.T8,APLP1,895
0.4351,Tumor,RMS,RMS.T9,APLP1,896
0.668,Cellline,BL-NHL,BL.C1,ARF4,897
0.3148,Cellline,BL-NHL,BL.C2,ARF4,898
0.5843,Cellline,BL-NHL,BL.C3,ARF4,899
0.8126,Cellline,BL-NHL,BL.C4,ARF4,900
0.7975,Cellline,BL-NHL,BL.C5,ARF4,901
1.037,Cellline,BL-NHL,BL.C6,ARF4,902
1.0307,Cellline,BL-NHL,BL.C7,ARF4,903
1.0732,Cellline,BL-NHL,BL.C8,ARF4,904
1.1043,Cellline,EWS,EWS.C1,ARF4,905
1.3028,Cellline,EWS,EWS.C10,ARF4,906
1.8092,Cellline,EWS,EWS.C11,ARF4,907
1.0691,Cellline,EWS,EWS.C2,ARF4,908
1.3224,Cellline,EWS,EWS.C3,ARF4,909
1.2057,Cellline,EWS,EWS.C4,ARF4,910
0.6287,Cellline,EWS,EWS.C6,ARF4,911
1.1201,Cellline,EWS,EWS.C7,ARF4,912
1.2681,Cellline,EWS,EWS.C8,ARF4,913
0.5929,Cellline,EWS,EWS.C9,ARF4,914
1.1183,Cellline,NB,NB.C1,ARF4,915
2.5648,Cellline,NB,NB.C10,ARF4,916
2.9877,Cellline,NB,NB.C11,ARF4,917
1.5992,Cellline,NB,NB.C12,ARF4,918
2.3355,Cellline,NB,NB.C2,ARF4,919
1.2069,Cellline,NB,NB.C3,ARF4,920
1.7488,Cellline,NB,NB.C4,ARF4,921
1.401,Cellline,NB,NB.C5,ARF4,922
1.7543,Cellline,NB,NB.C6,ARF4,923
1.826,Cellline,NB,NB.C7,ARF4,924
1.5249,Cellline,NB,NB.C8,ARF4,925
2.6209,Cellline,NB,NB.C9,ARF4,926
1.2316,Cellline,RMS,RMS.C10,ARF4,927
1.8092,Cellline,RMS,RMS.C11,ARF4,928
1.3554,Cellline,RMS,RMS.C2,ARF4,929
1.3567,Cellline,RMS,RMS.C3,ARF4,930
0.6504,Cellline,RMS,RMS.C4,ARF4,931
0.7266,Cellline,RMS,RMS.C5,ARF4,932
0.8101,Cellline,RMS,RMS.C6,ARF4,933
1.4452,Cellline,RMS,RMS.C7,ARF4,934
1.1133,Cellline,RMS,RMS.C8,ARF4,935
1.0604,Cellline,RMS,RMS.C9,ARF4,936
0.4346,Tumor,EWS,EWS.T1,ARF4,937
0.8232,Tumor,EWS,EWS.T11,ARF4,938
0.8421,Tumor,EWS,EWS.T12,ARF4,939
0.9096,Tumor,EWS,EWS.T13,ARF4,940
0.7716,Tumor,EWS,EWS.T14,ARF4,941
0.858,Tumor,EWS,EWS.T15,ARF4,942
0.88,Tumor,EWS,EWS.T19,ARF4,943
0.6435,Tumor,EWS,EWS.T2,ARF4,944
0.4962,Tumor,EWS,EWS.T3,ARF4,945
2.1074,Tumor,EWS,EWS.T4,ARF4,946
1.5146,Tumor,EWS,EWS.T6,ARF4,947
0.8165,Tumor,EWS,EWS.T7,ARF4,948
1.0775,Tumor,EWS,EWS.T9,ARF4,949
0.9626,Tumor,RMS,RMS.T1,ARF4,950
0.9521,Tumor,RMS,RMS.T10,ARF4,951
1.0161,Tumor,RMS,RMS.T11,ARF4,952
1.3168,Tumor,RMS,RMS.T2,ARF4,953
0.8474,Tumor,RMS,RMS.T3,ARF4,954
0.9333,Tumor,RMS,RMS.T4,ARF4,955
1.5359,Tumor,RMS,RMS.T5,ARF4,956
1.1963,Tumor,RMS,RMS.T6,ARF4,957
0.7024,Tumor,RMS,RMS.T7,ARF4,958
1.7966,Tumor,RMS,RMS.T8,ARF4,959
1.6412,Tumor,RMS,RMS.T9,ARF4,960
0.0559,Cellline,BL-NHL,BL.C1,ARHE,961
0.0706,Cellline,BL-NHL,BL.C2,ARHE,962
0.0633,Cellline,BL-NHL,BL.C3,ARHE,963
0.0763,Cellline,BL-NHL,BL.C4,ARHE,964
0.0676,Cellline,BL-NHL,BL.C5,ARHE,965
0.0686,Cellline,BL-NHL,BL.C6,ARHE,966
0.0477,Cellline,BL-NHL,BL.C7,ARHE,967
0.0726,Cellline,BL-NHL,BL.C8,ARHE,968
0.3301,Cellline,EWS,EWS.C1,ARHE,969
0.0657,Cellline,EWS,EWS.C10,ARHE,970
0.0536,Cellline,EWS,EWS.C11,ARHE,971
0.1595,Cellline,EWS,EWS.C2,ARHE,972
0.17,Cellline,EWS,EWS.C3,ARHE,973
0.2738,Cellline,EWS,EWS.C4,ARHE,974
0.0677,Cellline,EWS,EWS.C6,ARHE,975
0.2624,Cellline,EWS,EWS.C7,ARHE,976
